1.110223024625156540e-16,8.999999999999996891e-02,-2.939111437762556482e-06
-2.249999999999990896e-02,8.624999999999996558e-02,-3.165890723658052655e-06
-1.874999999999990563e-02,8.624999999999996558e-02,-3.112462019126820133e-06
-1.499999999999990230e-02,8.624999999999996558e-02,-2.921852514161008088e-06
-1.124999999999989897e-02,8.624999999999996558e-02,-2.767767043702992011e-06
-7.499999999999895639e-03,8.624999999999996558e-02,-2.741192495568980931e-06
-3.749999999999892308e-03,8.624999999999996558e-02,-2.970309501672064968e-06
1.110223024625156540e-16,8.624999999999996558e-02,-2.629099987566602371e-06
3.750000000000114353e-03,8.624999999999996558e-02,-2.690368807643991245e-06
7.500000000000117684e-03,8.624999999999996558e-02,-2.672428157725031397e-06
1.125000000000012101e-02,8.624999999999996558e-02,-2.731924437455759281e-06
1.500000000000012434e-02,8.624999999999996558e-02,-2.682830954022554174e-06
1.875000000000012768e-02,8.624999999999996558e-02,-2.463535426708151070e-06
2.250000000000013101e-02,8.624999999999996558e-02,-2.744720678167210657e-06
-3.374999999999991895e-02,8.249999999999996225e-02,-3.517733467962009800e-06
-2.999999999999991562e-02,8.249999999999996225e-02,-3.079942808206598329e-06
-2.624999999999991229e-02,8.249999999999996225e-02,-3.097966830580516977e-06
-2.249999999999990896e-02,8.249999999999996225e-02,-3.161118896715029260e-06
-1.874999999999990563e-02,8.249999999999996225e-02,-2.649263990733942417e-06
-1.499999999999990230e-02,8.249999999999996225e-02,-2.560341653279590835e-06
-1.124999999999989897e-02,8.249999999999996225e-02,-2.627346053603704847e-06
-7.499999999999895639e-03,8.249999999999996225e-02,-2.552496807937737554e-06
-3.749999999999892308e-03,8.249999999999996225e-02,-2.404473392539947564e-06
1.110223024625156540e-16,8.249999999999996225e-02,-2.336925176436390818e-06
3.750000000000114353e-03,8.249999999999996225e-02,-2.742968600205419738e-06
7.500000000000117684e-03,8.249999999999996225e-02,-2.493407830748774956e-06
1.125000000000012101e-02,8.249999999999996225e-02,-2.295849234960485157e-06
1.500000000000012434e-02,8.249999999999996225e-02,-2.239874903608281097e-06
1.875000000000012768e-02,8.249999999999996225e-02,-2.392002494722148606e-06
2.250000000000013101e-02,8.249999999999996225e-02,-2.507301943810318800e-06
2.625000000000013434e-02,8.249999999999996225e-02,-2.220868721539280175e-06
3.000000000000013767e-02,8.249999999999996225e-02,-2.438367285664117917e-06
3.375000000000014100e-02,8.249999999999996225e-02,-2.546116287708833979e-06
-4.124999999999992562e-02,7.874999999999995892e-02,-3.560344975328457160e-06
-3.749999999999992228e-02,7.874999999999995892e-02,-3.464574391553390130e-06
-3.374999999999991895e-02,7.874999999999995892e-02,-3.266597484000478964e-06
-2.999999999999991562e-02,7.874999999999995892e-02,-3.289180137451842569e-06
-2.624999999999991229e-02,7.874999999999995892e-02,-2.838308602293324195e-06
-2.249999999999990896e-02,7.874999999999995892e-02,-2.867158902018677123e-06
-1.874999999999990563e-02,7.874999999999995892e-02,-2.817659250018339877e-06
-1.499999999999990230e-02,7.874999999999995892e-02,-2.492070996626469022e-06
-1.124999999999989897e-02,7.874999999999995892e-02,-2.487345901840801169e-06
-7.499999999999895639e-03,7.874999999999995892e-02,-2.546667467057600301e-06
-3.749999999999892308e-03,7.874999999999995892e-02,-2.294735096290772506e-06
1.110223024625156540e-16,7.874999999999995892e-02,-2.203186610498769271e-06
3.750000000000114353e-03,7.874999999999995892e-02,-2.225020907370725578e-06
7.500000000000117684e-03,7.874999999999995892e-02,-2.175319979948576848e-06
1.125000000000012101e-02,7.874999999999995892e-02,-2.235994933927818292e-06
1.500000000000012434e-02,7.874999999999995892e-02,-2.290386414521917746e-06
